show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s6684,Movie,Emma' (Mother),"Fabien Beziat, Hugues Nancy",France,31-12-2017,2014,TV-14,93 min,"Documentaries, International Movies"
s6687,Movie,Elles étaient en guerre 1939-1945,Jon Spira,United Kingdom,06-09-2016,2015,TV-PG,102 min,Documentaries
s6688,Movie,Elles ont toutes une histoire,Michael Thelin,United States,02-08-2018,2016,TV-MA,82 min,"Horror Movies, Thrillers"
s6689,Movie,El Viaje: Márama y Rombai,Riri Riza,Indonesia,05-10-2018,2016,TV-PG,74 min,"Dramas, International Movies"
s6685,Movie,Emo the Musical,"Hugues Nancy, Fabien Beziat",Not Given,01-03-2018,2015,TV-MA,92 min,"Documentaries, International Movies"
s6686,Movie,Empire of Scents,Nils Tavernier,Not Given,31-12-2017,2016,TV-PG,49 min,"Documentaries, International Movies"
s6680,Movie,Employee of the Month,Federico Lemos,Not Given,18-10-2017,2016,TV-PG,79 min,"Children & Family Movies, Documentaries, International Movies"
s6690,Movie,Encounter: The Killing,Neil Triffett,Australia,01-02-2018,2016,TV-MA,94 min,"Dramas, International Movies, Music & Musicals"
s6692,Movie,End of Watch,Kim Nguyen,Canada,01-01-2018,2014,TV-14,87 min,"Documentaries, International Movies"
s6693,Movie,Enemy,Greg Coolidge,United States,01-10-2020,2006,PG-13,108 min,"Comedies, Romantic Movies"
s6695,Movie,Enlighten Us,Ajay Phansekar,India,31-12-2019,2002,TV-14,151 min,"Dramas, Independent Movies, International Movies"
s6697,Movie,Entanglement,David Ayer,United States,23-11-2019,2012,R,109 min,Action & Adventure
s6699,Movie,Enter the Dragon,Denis Villeneuve,Canada,15-07-2018,2013,R,91 min,"Independent Movies, Thrillers"
s6700,Movie,Equals,Jenny Carchman,United States,18-01-2017,2016,TV-14,93 min,Documentaries
s6701,Movie,Equilibrium,Jason James,Canada,09-12-2018,2018,TV-MA,85 min,"Dramas, Independent Movies, Romantic Movies"
s6702,Movie,Escape from the Liberty Cinema,Robert Clouse,Hong Kong,01-01-2021,1973,R,103 min,"Action & Adventure, Classic Movies"
s6703,Movie,Estar o no estar,Drake Doremus,United States,28-10-2018,2015,PG-13,102 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
s6704,Movie,Euphoria,Kurt Wimmer,United States,08-06-2019,2002,R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
s6705,Movie,Evan Almighty,Wojciech Marczewski,Poland,01-10-2019,1990,TV-MA,88 min,"Comedies, Dramas, Independent Movies"
s6706,Movie,Event Horizon,Alejandro Doria,Argentina,15-07-2018,1985,NR,95 min,"Comedies, Cult Movies, International Movies"
s6707,Movie,Every Time I Die,Marcelo González,Mexico,14-01-2017,2016,TV-14,100 min,"Dramas, International Movies, Romantic Movies"
s6709,Movie,Everybody Knows,Valeria Golino,Italy,01-11-2019,2018,R,110 min,"Dramas, International Movies, LGBTQ Movies"
s6711,Movie,Exclusive Edition,Tom Shadyac,United States,16-04-2019,2007,PG,96 min,"Children & Family Movies, Comedies, Faith & Spirituality"
s6712,Movie,Evolution,Paul W.S. Anderson,United Kingdom,01-01-2020,1997,R,96 min,"Horror Movies, Sci-Fi & Fantasy"
s6713,Movie,Ex Machina,Robi Michael,United States,25-02-2020,2019,TV-MA,98 min,"Dramas, Independent Movies, Thrillers"
s6714,Movie,Executive Decision,Asghar Farhadi,Spain,06-06-2019,2019,R,133 min,"Dramas, International Movies, Thrillers"
s6719,TV Show,Exit Afghanistan,James Lee,Not Given,14-08-2017,2008,TV-14,1 Season,"International TV Shows, TV Dramas"
s6716,Movie,Exit Strategy,Ivan Reitman,United States,20-11-2019,2001,PG-13,102 min,"Comedies, Sci-Fi & Fantasy"
s6717,Movie,Exit Wounds,Alex Garland,United Kingdom,26-07-2018,2015,R,108 min,"Dramas, Independent Movies, International Movies"
s6720,Movie,Expo,Stuart Baird,United States,01-11-2019,1996,R,133 min,Action & Adventure
s6721,Movie,Eyyvah Eyyvah,"Anders Sømme Hammer, Marius Arnesen, Klaus Erik Okstad, Olav Njaastad",Norway,01-07-2016,2013,TV-MA,58 min,"Documentaries, International Movies"
s6722,Movie,Eyyvah Eyyvah 2,Michael Whitton,United States,03-03-2019,2012,NR,79 min,"Comedies, Romantic Movies"
s6723,Movie,Eyyvah Eyyvah 3,Andrzej Bartkowiak,United States,01-10-2019,2001,R,101 min,Action & Adventure
s6724,Movie,F the Prom,Joseph Mbah,United States,29-08-2019,2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies"
s6726,Movie,Face 2 Face,Hakan Algül,Turkey,10-03-2017,2010,TV-MA,99 min,"Comedies, International Movies"
s6727,Movie,Fakta Ladh Mhana,Hakan Algül,Turkey,10-03-2017,2011,TV-PG,106 min,"Comedies, International Movies, Romantic Movies"
s6728,Movie,Fall Girls,Hakan Algül,Turkey,10-03-2017,2014,TV-PG,103 min,"Comedies, International Movies"
s6730,Movie,Fallen,Benny Fine,United States,05-03-2018,2017,TV-MA,92 min,"Comedies, Romantic Movies"
s6731,Movie,Familiye,Matt Toronto,United States,15-01-2018,2017,TV-MA,89 min,"Dramas, Independent Movies"
s6734,Movie,Famous in Ahmedabad,Sanjay Jadhav,India,15-02-2018,2011,TV-14,150 min,"Action & Adventure, Dramas, International Movies"
s6735,Movie,Fanatic,Chris Stokes,United States,01-01-2020,2019,TV-14,80 min,Comedies
s6736,Movie,Fandry,Gregory Hoblit,United States,01-11-2019,1998,R,124 min,Thrillers
s6737,Movie,Farce,"Sedat Kirtan, Kubilay Sarikaya",Germany,01-05-2019,2017,TV-MA,99 min,"Dramas, Independent Movies, International Movies"
s6738,Movie,Father Brown,Hardik Mehta,India,15-12-2016,2015,TV-14,29 min,"Documentaries, International Movies"
s6739,Movie,Fear and Loathing in Las Vegas,Keith L. Smith,United States,24-08-2019,2019,TV-14,91 min,Thrillers
s6740,Movie,Feel Rich,Nagraj Manjule,India,01-01-2018,2014,NR,102 min,"Dramas, Independent Movies, International Movies"
s6741,Movie,Fiddler on the Roof,Shadi Ali,Egypt,06-06-2019,2017,TV-MA,94 min,"Comedies, International Movies"
s6743,TV Show,Fifty,Ian Barber,United Kingdom,31-03-2018,2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas"
s6744,Movie,Figaro Pho,Terry Gilliam,United States,01-11-2019,1998,R,118 min,"Comedies, Cult Movies, Dramas"
s6746,Movie,Fishpeople,Peter Spirer,United States,23-08-2017,2017,TV-MA,70 min,Documentaries
s6747,Movie,Filmworker,Norman Jewison,United States,01-07-2020,1971,G,181 min,"Classic Movies, Dramas, Music & Musicals"
s6748,Movie,Filosofi Kopi The Movie,Biyi Bandele,Nigeria,28-12-2015,2015,NR,101 min,"Dramas, International Movies"
s6749,Movie,Final Destination,Luke Jurevicius,United Kingdom,01-09-2016,2008,TV-Y7,29 min,"Children & Family Movies, Comedies"
s6762,Movie,Final Destination 2,Keith Malloy,Not Given,01-04-2018,2017,TV-14,49 min,"Documentaries, Sports Movies"
s6752,Movie,Final Destination 3,Tony Zierra,United States,01-11-2018,2017,TV-MA,94 min,Documentaries
s6753,Movie,Fire at Sea,Angga Dwimas Sasongko,Indonesia,11-10-2018,2015,TV-PG,118 min,"Dramas, International Movies"
s6754,Movie,Fireflies,James Wong,United States,01-01-2020,2000,R,98 min,"Cult Movies, Horror Movies, Thrillers"
s6755,Movie,First Impression,David R. Ellis,United States,01-01-2020,2003,R,90 min,"Horror Movies, Thrillers"
s6756,Movie,First Kill,James Wong,United States,01-01-2020,2006,R,93 min,Horror Movies
s6757,Movie,FirstBorn,Gianfranco Rosi,Italy,21-03-2017,2016,TV-14,114 min,"Documentaries, International Movies"
s6758,Movie,Fishtail,Sabal Singh Shekawat,India,24-04-2019,2013,TV-MA,99 min,"Dramas, Independent Movies, International Movies"
s6759,Movie,Fittest in Dubai,Arthur Muhammad,United States,17-05-2019,2018,TV-14,96 min,"Comedies, Romantic Movies"
s6760,Movie,Five Elements Ninjas,Steven C. Miller,United Kingdom,01-09-2019,2017,R,102 min,Action & Adventure
s6761,Movie,Flash of Genius,Nirpal Bhogal,United Kingdom,31-03-2017,2016,TV-MA,90 min,"Horror Movies, International Movies"
s6763,Movie,Flimflam,Andrew Renzi,United States,01-10-2018,2015,NR,61 min,Documentaries
s6765,Movie,Flock of Four,Gerry Blaksley,United Arab Emirates,15-04-2020,2019,TV-14,60 min,"Documentaries, International Movies, Sports Movies"
s6766,Movie,LA 92,Cheh Chang,Hong Kong,17-09-2019,1982,R,104 min,"Action & Adventure, International Movies"
s6768,Movie,Flying Guillotine 2,Marc Abraham,Canada,16-01-2017,2008,PG-13,119 min,Dramas
s6769,Movie,Follow Me,Khaled Marei,Egypt,13-06-2019,2016,TV-14,102 min,"Comedies, International Movies"
s6770,Movie,Footprints: The Path of Your Life,Gregory Caruso,United States,01-08-2018,2018,TV-MA,83 min,"Dramas, Independent Movies, Music & Musicals"
s7252,Movie,For Colored Girls,"Daniel Lindsay, T.J. Martin",United States,01-03-2018,2017,R,114 min,Documentaries
s6772,Movie,For Grace,"Kang Cheng, Shan Hua",Hong Kong,31-07-2018,1978,TV-MA,88 min,"Action & Adventure, International Movies"
s6773,Movie,For Greater Glory,Asri Bendacha,United Arab Emirates,16-11-2018,2017,TV-MA,86 min,"Documentaries, International Movies"
s6776,Movie,For Love or Money,Juan Manuel Cotelo,Spain,30-06-2017,2015,PG,90 min,"Documentaries, Faith & Spirituality, International Movies"
s6777,Movie,For the Birds,Tyler Perry,United States,01-05-2020,2010,R,134 min,Dramas
s6778,Movie,For the Love of Benji,"Mark Helenowski, Kevin Pang",United States,02-03-2016,2015,TV-PG,92 min,Documentaries
s6779,Movie,Forbidden Games: The Justin Fashanu Story,Dean Wright,Mexico,02-08-2019,2012,R,145 min,"Dramas, International Movies"
s6780,Movie,Forbidden Planet,Mark Murphy,United Kingdom,16-08-2019,2019,TV-MA,95 min,Comedies
s6781,Movie,Forever Chape,Richard Miron,United States,01-09-2019,2018,TV-MA,93 min,Documentaries
s6782,Movie,Forever Pure,Joe Camp,United States,06-03-2018,1977,G,84 min,Children & Family Movies
s6784,Movie,Forks Over Knives,"Jon Carey, Adam Darke",United Kingdom,01-12-2017,2017,TV-14,81 min,"Documentaries, International Movies, LGBTQ Movies"
s6785,Movie,Four Christmases,Fred M. Wilcox,United States,01-11-2019,1956,G,98 min,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy"
s6787,Movie,Four Weddings and a Funeral,Luis Ara,Brazil,02-08-2018,2018,TV-MA,74 min,"Documentaries, International Movies, Sports Movies"
s6788,Movie,Fracture,Maya Zinshtein,United Kingdom,29-05-2017,2016,TV-MA,87 min,"Documentaries, International Movies, Sports Movies"
s6790,Movie,Frances Ha,Lee Fulkerson,United States,03-10-2019,2011,PG,96 min,Documentaries
s6791,Movie,Freak Show,Seth Gordon,Germany,01-01-2021,2008,PG-13,88 min,"Comedies, Romantic Movies"
s6793,Movie,Fred Claus,Mike Newell,United Kingdom,01-08-2019,1994,R,118 min,"Classic Movies, Comedies, International Movies"
s6794,Movie,Free Willy,Gregory Hoblit,United States,01-04-2019,2007,R,113 min,"Dramas, Thrillers"
s6795,Movie,Freeway: Crack in the System,Noah Baumbach,United States,01-10-2017,2012,R,86 min,"Comedies, Dramas, Independent Movies"
s6797,Movie,Freezer's Campaign,Trudie Styler,United States,13-08-2020,2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies"
s6798,Movie,French Dirty,David Dobkin,United States,01-01-2021,2007,PG,115 min,"Children & Family Movies, Comedies"
s6799,Movie,Freshman Year,Simon Wincer,United States,01-01-2020,1993,PG,112 min,"Children & Family Movies, Dramas"
s6800,Movie,Friday the 13th,Marc Levin,United States,15-12-2017,2015,R,103 min,Documentaries
s6801,Movie,Friend Request,Sameh Abdulaziz,Egypt,06-06-2019,2016,TV-MA,116 min,"Comedies, International Movies"
s6802,Movie,From Japan to Egypt,"Wade Allain-Marcus, Jesse Allain-Marcus",United States,04-02-2016,2015,TV-MA,72 min,"Dramas, Independent Movies"
s6803,Movie,From Paris with Love,Jude Okwudiafor Johnson,United States,03-03-2020,2019,TV-PG,104 min,"Dramas, Faith & Spirituality"
s6805,Movie,Froning: The Fittest Man in History,Marcus Nispel,United States,01-01-2020,2009,R,97 min,Horror Movies
s6806,Movie,Frozen Planet,Simon Verhoeven,Germany,18-04-2018,2016,R,92 min,"Horror Movies, International Movies"
s6808,Movie,Friday Night Tykes,Mahmoud Karim,Egypt,06-06-2019,2017,TV-14,93 min,"Children & Family Movies, Comedies, Dramas"
s6809,Movie,Frozen River,Pierre Morel,France,08-09-2020,2010,R,93 min,"Action & Adventure, International Movies"
s6810,Movie,Full Out,Heber Cannon,United States,15-07-2018,2016,PG,99 min,"Documentaries, International Movies, Sports Movies"
s6811,TV Show,Functional Fitness,Alastair Fothergill,United Kingdom,28-01-2016,2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows"
s6804,TV Show,Furie,Not Given,United States,17-01-2018,2017,TV-PG,4 Seasons,"Docuseries, Reality TV"
s6814,Movie,Furthest Witness,Courtney Hunt,United States,01-07-2019,2008,R,97 min,"Dramas, Independent Movies"
s6815,Movie,G-Force,Sean Cisterna,Canada,01-09-2016,2015,TV-PG,88 min,"Children & Family Movies, Dramas, Sports Movies"
s6816,Movie,Gabriel and the Mountain,Bob Rose,United States,01-01-2018,2016,TV-MA,106 min,Documentaries
s6817,Movie,Gagarin: First in Space,Le Van Kiet,Vietnam,25-09-2019,2019,TV-MA,97 min,"Action & Adventure, Dramas, International Movies"
s6818,Movie,Galih dan Ratna,Adam Del Giudice,United States,24-04-2019,2017,TV-MA,88 min,"Dramas, Thrillers"
s6819,Movie,Gangs of New York,Hoyt Yeatman,United States,15-03-2019,2009,PG,88 min,"Children & Family Movies, Comedies"
s6820,Movie,Garuda Di Dadaku,Fellipe Barbosa,Brazil,09-11-2018,2017,TV-MA,132 min,"Dramas, Independent Movies, International Movies"
s6822,Movie,Garuda in My Heart 2,Pavel Parkhomenko,Russia,15-09-2017,2013,TV-14,108 min,"Dramas, International Movies"
s6824,Movie,Gehenna: Where Death Lives,Lucky Kuswandi,Indonesia,15-09-2018,2017,TV-PG,111 min,"Dramas, International Movies, Romantic Movies"
s6827,Movie,Gelo,Martin Scorsese,United States,20-08-2019,2002,R,167 min,Dramas
s6829,Movie,Gemini,Ifa Isfansyah,Indonesia,09-10-2018,2009,TV-PG,96 min,"Children & Family Movies, Dramas, Sports Movies"
s6830,Movie,George of the Jungle 2,Rudy Soedjarwo,Indonesia,30-11-2018,2011,TV-PG,95 min,"Children & Family Movies, Dramas, Sports Movies"
s6831,Movie,Geronimo Stilton,Hiroshi Katagiri,Japan,10-12-2018,2016,TV-MA,107 min,"Horror Movies, Thrillers"
s6832,Movie,Get Him to the Greek,Manbhavan Singh,India,15-12-2017,2016,TV-MA,118 min,"Dramas, International Movies"
s6833,Movie,Get Santa,P.K. Baaburaaj,India,01-07-2018,2018,TV-PG,130 min,Dramas
s6838,Movie,Get Smart,David Grossman,United States,20-12-2016,2003,PG,87 min,"Children & Family Movies, Comedies"
s6839,TV Show,Getting Played,Guy Vasilovich,Italy,31-12-2017,2011,TV-Y,1 Season,"Kids' TV, TV Comedies"
s6840,Movie,Ghayal,Nicholas Stoller,United States,16-01-2020,2010,R,109 min,"Comedies, Music & Musicals"
s6841,Movie,Ghost House,Christopher Smith,United Kingdom,12-12-2014,2014,PG,103 min,"Children & Family Movies, Comedies"
s6843,Movie,Ghost Pain,Peter Segal,United States,01-04-2019,2008,PG-13,110 min,"Action & Adventure, Comedies"
s6844,Movie,Ghost Rider,David Silberg,United States,01-11-2019,2005,PG-13,85 min,"Comedies, Romantic Movies"
s6845,Movie,Ghost Tears,Rajkumar Santoshi,India,31-12-2019,1990,TV-14,163 min,"Action & Adventure, Dramas, International Movies"
s6846,Movie,Ghost Whispers,Rich Ragsdale,Thailand,31-12-2017,2017,TV-MA,100 min,Horror Movies
s6847,Movie,Honey: Rise Up and Dance,"Kazuchika Kise, Masahiko Murata",Japan,24-02-2019,2013,TV-MA,58 min,"Action & Adventure, Anime Features, International Movies"
s6848,Movie,Ghulam-E-Musthafa,Mark Steven Johnson,United States,01-10-2020,2007,PG-13,110 min,"Action & Adventure, Sci-Fi & Fantasy"
s6849,Movie,Gie,Kazuchika Kise,Japan,24-02-2019,2014,TV-MA,58 min,"Action & Adventure, Anime Features, International Movies"
s6851,Movie,Gigi,Kazuchika Kise,Japan,24-02-2019,2013,TV-14,56 min,"Action & Adventure, Anime Features, International Movies"
s6992,Movie,Ginger & Rosa,Bille Woodruff,United States,03-04-2018,2018,PG-13,100 min,Dramas
s6852,Movie,"Girl, Boy, Bakla, Tomboy",Partho Ghosh,India,31-12-2019,1997,TV-MA,161 min,"Action & Adventure, Dramas, International Movies"
s6853,Movie,GLOW: The Story of the Gorgeous Ladies of Wrestling,Riri Riza,Indonesia,15-09-2018,2005,TV-14,141 min,"Dramas, International Movies"
s6854,Movie,God Bless the Broken Road,"Vincente Minnelli, Charles Walters",United States,01-11-2019,1958,G,115 min,"Classic Movies, Comedies, Music & Musicals"
s6855,Movie,God Knows Where I Am,Sally Potter,United Kingdom,15-07-2018,2012,PG-13,90 min,"Dramas, Independent Movies"
s6856,Movie,God of War,Wenn V. Deramas,Philippines,27-02-2019,2013,TV-14,103 min,"Comedies, International Movies"
s6857,Movie,God's Not Dead,Brett Whitcomb,United States,31-03-2017,2012,NR,77 min,"Documentaries, Sports Movies"
s6859,Movie,God's Not Dead: A Light in Darkness,Harold Cronk,United States,09-02-2019,2018,PG,111 min,"Children & Family Movies, Dramas, Faith & Spirituality"
s6860,Movie,God's Own Country,"Jedd Wider, Todd Wider",United States,22-10-2018,2016,TV-PG,103 min,Documentaries
s6861,Movie,Gol Maal,Gordon Chan,China,16-12-2017,2017,NR,129 min,"Action & Adventure, International Movies"
s6862,Movie,Golden Time,Harold Cronk,United States,01-04-2020,2014,PG,113 min,"Dramas, Faith & Spirituality"
s6863,Movie,GoldenEye,Michael Mason,United States,04-12-2018,2018,PG,106 min,"Dramas, Faith & Spirituality"
s6864,Movie,Goldie,Francis Lee,United Kingdom,01-05-2018,2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies"
s6865,Movie,Goldstone,Hrishikesh Mukherjee,India,31-12-2019,1979,TV-PG,137 min,"Classic Movies, Comedies, International Movies"
s6866,Movie,Golmaal: Fun Unlimited,Takuya Inaba,Japan,01-11-2017,2013,TV-Y,22 min,"International Movies, Sci-Fi & Fantasy"
s6867,Movie,Gone are the Days,Martin Campbell,United Kingdom,31-12-2019,1995,PG-13,130 min,Action & Adventure
s6868,Movie,Gonul,Sam de Jong,United States,22-06-2020,2019,TV-MA,89 min,Dramas
s6870,Movie,Good Kids,Ivan Sen,Australia,10-12-2018,2016,R,110 min,Thrillers
s6871,Movie,Good Kill,Rohit Shetty,India,31-12-2019,2006,TV-14,148 min,"Comedies, International Movies"
s6873,Movie,Good Kisser,Mark Landre Gould,United States,01-01-2019,2018,R,100 min,Independent Movies
s6874,TV Show,Good Luck,Neslihan Yesilyurt,Turkey,12-07-2017,2015,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers"
s6875,Movie,"Good Night, and Good Luck",Chris McCoy,United States,19-01-2017,2016,R,90 min,"Comedies, Independent Movies"
s6876,Movie,Good People,Andrew Niccol,United States,02-04-2017,2014,R,103 min,Dramas
s6877,Movie,GoodFellas,Wendy Jo Carlton,United States,20-08-2020,2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies"
s6878,Movie,Gook,Tarek Abdel Moaty,Egypt,21-06-2019,2012,TV-MA,99 min,"Dramas, International Movies"
s6879,Movie,Goon,George Clooney,United States,02-06-2019,2005,PG,93 min,Dramas
s6880,Movie,Goosebumps 2: Haunted Halloween,Henrik Ruben Genz,United States,08-09-2017,2014,R,90 min,"Action & Adventure, Thrillers"
s6881,Movie,Gosford Park,Martin Scorsese,United States,01-01-2021,1990,R,145 min,"Classic Movies, Dramas"
s6882,Movie,Gothika,Justin Chon,United States,06-03-2018,2017,TV-MA,95 min,"Dramas, Independent Movies"
s6883,Movie,Gour Hari Dastaan: The Freedom File,Michael Dowse,United States,15-08-2017,2011,R,92 min,"Comedies, Sports Movies"
s6884,Movie,Gran Torino,Ari Sandel,United States,25-04-2019,2018,PG,90 min,"Children & Family Movies, Comedies"
s6885,Movie,Grand Masti,Robert Altman,United States,01-11-2019,2001,R,137 min,"Comedies, Dramas, International Movies"
s6887,Movie,Grass,Mathieu Kassovitz,United States,01-01-2021,2003,R,98 min,"Horror Movies, Thrillers"
s6888,Movie,Grease,Ananth Narayan Mahadevan,India,15-10-2017,2015,TV-14,109 min,"Dramas, Independent Movies, International Movies"
s6889,Movie,Green Room,Clint Eastwood,Germany,01-10-2020,2008,R,117 min,Dramas
